,annual_temp,reproductive.mode,Binomial,Genus,Family,female.SVL,hatchling.neonate.SVL,intercept,slope,female_mass,hatchling_mass,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time
Sceloporus_gadoviae,21.44433324,Oviparous,Sceloporus_gadoviae,Sceloporus,Phrynosomatidae,52.2,24.5,-3.855,2.677,135.8844,61.7315,5,1,3.9,3.6,-99.35,18.39,Diurnal
Sceloporus_graciosus,10.11833348,Oviparous,Sceloporus_graciosus,Sceloporus,Phrynosomatidae,55,25,-3.855,2.677,143.38,63.07,10,1,8.4,2.4,-114.09,40.72,Diurnal
Sceloporus_grammicus,15.7560002,Viviparous,Sceloporus_grammicus,Sceloporus,Phrynosomatidae,49.7,21,-3.855,2.677,129.1919,52.362,17,2,6.2,3.3,-101.86,23.6,Diurnal
Sceloporus_horridus,19.49433327,Oviparous,Sceloporus_horridus,Sceloporus,Phrynosomatidae,84.1,27.5,-3.855,2.677,221.2807,69.7625,27,4,14.8,9,-103.82,21.35,Diurnal
Sceloporus_jalapae,24.14033318,Oviparous,Sceloporus_jalapae,Sceloporus,Phrynosomatidae,47,23,-3.855,2.677,121.964,57.716,8,4,5.6,5.6,-97.2,18.26,Diurnal
Sceloporus_jarrovii,14.36200027,Viviparous,Sceloporus_jarrovii,Sceloporus,Phrynosomatidae,73.4,28.5,-3.855,2.677,192.6368,72.4395,16,2,8.4,5,-105.13,26.15,Diurnal
Sceloporus_magister,17.21699993,Oviparous,Sceloporus_magister,Sceloporus,Phrynosomatidae,93.3,32.5,-3.855,2.677,245.9091,83.1475,19,2,12.4,6.2,-110.04,31.57,Diurnal
Sceloporus_malachiticus,27.62366692,Viviparous,Sceloporus_malachiticus,Sceloporus,Phrynosomatidae,70.2,28,-3.855,2.677,184.0704,71.101,10,2,6,4.5,-87.4,13.52,Diurnal
Sceloporus_melanorhinus,27.68866666,Oviparous,Sceloporus_melanorhinus,Sceloporus,Phrynosomatidae,87.6,34.2,-3.855,2.677,230.6502,87.6984,20,5,7.7,7.7,-100.75,18.48,Diurnal
Sceloporus_merriami,19.98633345,Oviparous,Sceloporus_merriami,Sceloporus,Phrynosomatidae,47.7,22,-3.855,2.677,123.8379,55.039,7,2,4.5,3.7,-102.83,28.74,Diurnal
Sceloporus_minor,16.79033335,Oviparous,Sceloporus_minor,Sceloporus,Phrynosomatidae,72,27.6,-3.855,2.677,188.889,70.0302,13,2,7.1,6.1,-101,23.36,Diurnal
Sceloporus_mucronatus,23.68633334,Viviparous,Sceloporus_mucronatus,Sceloporus,Phrynosomatidae,81.9,27.5,-3.855,2.677,215.3913,69.7625,13,2,6.5,2.9,-98.3,18.52,Diurnal
Sceloporus_occidentalis,11.14633337,Oviparous,Sceloporus_occidentalis,Sceloporus,Phrynosomatidae,72.9,24,-3.855,2.677,191.2983,60.393,17,3,13.7,6.5,-118.4,40.31,Diurnal
Sceloporus_ochoterenae,21.18833351,Oviparous,Sceloporus_ochoterenae,Sceloporus,Phrynosomatidae,45.3,22,-3.855,2.677,117.4131,55.039,9,3,8.3,4.2,-99.28,18.35,Diurnal
Sceloporus_olivaceus,20.96399991,Oviparous,Sceloporus_olivaceus,Sceloporus,Phrynosomatidae,90.9,24.4,-3.855,2.677,239.4843,61.4638,34,8,24.5,11.3,-99.16,28.8,Diurnal
Sceloporus_omiltemanus,22.19333378,Viviparous,Sceloporus_omiltemanus,Sceloporus,Phrynosomatidae,82.2,28.6,-3.855,2.677,216.1944,72.7072,8,6,6.3,6.2,-98.27,17.48,Diurnal
Sceloporus_orcutti,19.73366682,Oviparous,Sceloporus_orcutti,Sceloporus,Phrynosomatidae,90.9,32.5,-3.855,2.677,239.4843,83.1475,15,3,11,9.2,-114.43,29.63,Diurnal
Sceloporus_parvus,16.59366671,Oviparous,Sceloporus_parvus,Sceloporus,Phrynosomatidae,44.4,20,-3.855,2.677,115.0038,49.685,6,2,3.8,3,-100.66,24.48,Diurnal
Sceloporus_poinsettii,18.68199968,Viviparous,Sceloporus_poinsettii,Sceloporus,Phrynosomatidae,97.4,32,-3.855,2.677,256.8848,81.809,23,4,13.6,8.3,-103.91,28.04,Diurnal
Sceloporus_pyrocephalus,25.11800003,Oviparous,Sceloporus_pyrocephalus,Sceloporus,Phrynosomatidae,53.6,26,-3.855,2.677,139.6322,65.747,10,2,5.8,4.7,-102.1,18.53,Diurnal
Sceloporus_samcolemani,13.8883334,Oviparous,Sceloporus_samcolemani,Sceloporus,Phrynosomatidae,51,23,-3.855,2.677,132.672,57.716,9,8,8.8,8.8,-100.62,25.31,Diurnal
Sceloporus_scalaris,16.70700002,Mixed,Sceloporus_scalaris,Sceloporus,Phrynosomatidae,55.2,20,-3.855,2.677,143.9154,49.685,15,3,10.6,5.8,-102.35,22.48,Diurnal
Sceloporus_siniferus,18.07533328,Oviparous,Sceloporus_siniferus,Sceloporus,Phrynosomatidae,49.1,26,-3.855,2.677,127.5857,65.747,9,2,6,4.9,-97.81,17.07,Diurnal
Sceloporus_slevini,12.62600021,Oviparous,Sceloporus_slevini,Sceloporus,Phrynosomatidae,48.5,20,-3.855,2.677,125.9795,49.685,14,3,8.5,8.5,-107.55,28.38,Diurnal
Sceloporus_spinosus,17.84466672,Oviparous,Sceloporus_spinosus,Sceloporus,Phrynosomatidae,82.3,26.7,-3.855,2.677,216.4621,67.6209,31,6,18.5,9.2,-100.3,21.31,Diurnal
Sceloporus_torquatus,16.49566674,Viviparous,Sceloporus_torquatus,Sceloporus,Phrynosomatidae,91.4,28.2,-3.855,2.677,240.8228,71.6364,17,3,9.7,6.4,-101.45,21.69,Diurnal
Sceloporus_tristichus,10.57500009,Oviparous,Sceloporus_tristichus,Sceloporus,Phrynosomatidae,63.9,24,-3.855,2.677,167.2053,60.393,12,5,7.2,7.2,-109.23,34.96,Diurnal
Sceloporus_undulatus,16.11233328,Oviparous,Sceloporus_undulatus,Sceloporus,Phrynosomatidae,62.5,24.5,-3.855,2.677,163.4575,61.7315,17,3,14,4.3,-95.83,34.64,Diurnal
Sceloporus_uniformis,13.88733308,Oviparous,Sceloporus_uniformis,Sceloporus,Phrynosomatidae,89.8,29,-3.855,2.677,236.5396,73.778,10,2,7,6.2,-117.12,37.29,Diurnal
Sceloporus_utiformis,20.97300005,Oviparous,Sceloporus_utiformis,Sceloporus,Phrynosomatidae,61.8,28.5,-3.855,2.677,161.5836,72.4395,11,2,7.1,6.9,-103.15,19.79,Diurnal
Sceloporus_virgatus,12.53600001,Oviparous,Sceloporus_virgatus,Sceloporus,Phrynosomatidae,55,21.5,-3.855,2.677,143.38,53.7005,18,3,10.2,9.5,-108.21,28.94,Diurnal
Sceloporus_woodi,22.4490002,Oviparous,Sceloporus_woodi,Sceloporus,Phrynosomatidae,55,21,-3.855,2.677,143.38,52.362,8,2,5.5,4.1,-81.21,27.87,Diurnal
Sceloporus_zosteromus,20.86099966,Oviparous,Sceloporus_zosteromus,Sceloporus,Phrynosomatidae,67.7,28.9,-3.855,2.677,177.3779,73.5103,18,6,6,6,-113.43,27.93,Cathemeral
Scincella_lateralis,16.26366667,Oviparous,Scincella_lateralis,Scincella,Scincidae,45.2,19.5,-5.125,3.229,140.8258,57.8405,7,1,3.8,2.4,-89.34,33.9,Diurnal
Scincella_melanosticta,27.50100025,Oviparous,Scincella_melanosticta,Scincella,Scincidae,48.6,23,-5.125,3.229,151.8044,69.142,4,1,3,3,101.88,14.12,Diurnal
Scincella_modesta,16.69566671,Oviparous,Scincella_modesta,Scincella,Scincidae,51.7,17.9,-5.125,3.229,161.8143,52.6741,16,2,9.1,6,113.95,27.61,Diurnal
Scincella_reevesii,18.739,Viviparous,Scincella_reevesii,Scincella,Scincidae,49.4,20.2,-5.125,3.229,154.3876,60.1008,10,2,4.8,4.8,103.48,20.12,Diurnal
Scincella_silvicola,23.53366645,Oviparous,Scincella_silvicola,Scincella,Scincidae,58.2,20,-5.125,3.229,182.8028,59.455,6,4,6,4,-99.19,22.59,Diurnal
Scincella_vandenburghi,10.95266675,Oviparous,Scincella_vandenburghi,Scincella,Scincidae,45.8,18.9,-5.125,3.229,142.7632,55.9031,9,1,7,7,128.03,36.24,Diurnal
Shinisaurus_crocodilurus,21.05233328,Viviparous,Shinisaurus_crocodilurus,Shinisaurus,Shinisauridae,150.8,34.8,-5.058,3.145,469.208,104.388,15,2,6.3,6.3,111.54,23.58,Diurnal
Sitana_fusca,23.04233329,Oviparous,Sitana_fusca,Sitana,Agamidae,43.2,15,-4.686,3.105,129.45,41.889,9,5,7.2,7.2,85.9,26.99,Diurnal
Sitana_ponticeriana,28.3563331,Oviparous,Sitana_ponticeriana,Sitana,Agamidae,52,15,-4.686,3.105,156.774,41.889,23,4,17.4,11.2,79.76,10.42,Diurnal
Sitana_sivalensis,22.11899996,Oviparous,Sitana_sivalensis,Sitana,Agamidae,44.5,14,-4.686,3.105,133.4865,38.784,10,6,6.9,6.9,82.25,28.07,Diurnal
Smaug_giganteus,16.24366681,Viviparous,Smaug_giganteus,Smaug,Cordylidae,188.2,60,-4.207,2.471,460.8352,144.053,5,1,2.7,1.5,27.47,-27.67,Diurnal
Sphaerodactylus_fantasticus,25.38229163,Oviparous,Sphaerodactylus_fantasticus,Sphaerodactylus,Sphaerodactylidae,28,13,-4.558,2.97,78.602,34.052,1,1,1,1,-61.59,16.02,Diurnal
Sphaerodactylus_molei,26.71299998,Oviparous,Sphaerodactylus_molei,Sphaerodactylus,Sphaerodactylidae,25.1,16.6,-4.558,2.97,69.989,44.744,2,1,2,2,-65.44,8.86,Diurnal
Sphaerodactylus_nicholsi,23.01466688,Oviparous,Sphaerodactylus_nicholsi,Sphaerodactylus,Sphaerodactylidae,20.4,10,-4.558,2.97,56.03,25.142,1,1,1,1,-66.71,18.21,Cathemeral
Sphaerodactylus_savagei,26.00933345,Oviparous,Sphaerodactylus_savagei,Sphaerodactylus,Sphaerodactylidae,30.5,14,-4.558,2.97,86.027,37.022,1,1,1,1,-68.74,18.5,Cathemeral
Sphaerodactylus_torrei,21.48699983,Oviparous,Sphaerodactylus_torrei,Sphaerodactylus,Sphaerodactylidae,32,18.5,-4.558,2.97,90.482,50.387,1,1,1,1,-75.59,20.01,Diurnal
Sphaerodactylus_townsendi,22.23333327,Oviparous,Sphaerodactylus_townsendi,Sphaerodactylus,Sphaerodactylidae,25.8,12.5,-4.558,2.97,72.068,32.567,1,1,1,1,-66.01,18.1,Diurnal
Sphaerodactylus_vincenti,26.08333349,Oviparous,Sphaerodactylus_vincenti,Sphaerodactylus,Sphaerodactylidae,27.6,14,-4.558,2.97,77.414,37.022,1,1,1,1,-61.12,14.53,Cathemeral
Sphenomorphus_indicus,18.48066648,Viviparous,Sphenomorphus_indicus,Sphenomorphus,Scincidae,78.8,26.5,-5.125,3.229,249.3202,80.4435,11,1,7.3,7.3,105.25,25,Diurnal
Sphenomorphus_maculatus,20.9003334,Oviparous,Sphenomorphus_maculatus,Sphenomorphus,Scincidae,56.3,30,-5.125,3.229,176.6677,91.745,6,2,4,3.7,97.69,21.11,Diurnal
Sphenomorphus_multisquamatus,21.30066633,Oviparous,Sphenomorphus_multisquamatus,Sphenomorphus,Scincidae,59.5,25,-5.125,3.229,187.0005,75.6,3,3,3,3,115.79,4.56,Diurnal
Sphenomorphus_nigrolineatus,21.88199997,Oviparous,Sphenomorphus_nigrolineatus,Sphenomorphus,Scincidae,64.6,21,-5.125,3.229,203.4684,62.684,5,3,3.8,3.8,148.27,-9.46,Diurnal
Sphenomorphus_praesignis,23.68100039,Viviparous,Sphenomorphus_praesignis,Sphenomorphus,Scincidae,113.9,39.5,-5.125,3.229,362.6581,122.4205,8,6,7.5,7,101.24,5.59,Diurnal
Sphenomorphus_taiwanensis,11.50799982,Oviparous,Sphenomorphus_taiwanensis,Sphenomorphus,Scincidae,53.1,24.8,-5.125,3.229,166.3349,74.9542,8,4,5.2,5.2,120.93,23.61,Diurnal
Spondylurus_anegadae,26.79464308,Viviparous,Spondylurus_anegadae,Spondylurus,Scincidae,62.5,29,-5.125,3.229,196.6875,88.516,2,1,1.7,1.7,-64.34,18.73,Diurnal
Stenocercus_eunetopsis,15.32533336,Oviparous,Stenocercus_eunetopsis,Stenocercus,Tropiduridae,68.5,32,-3.884,2.719,182.3675,83.124,2,2,2,2,-79.09,-6.82,Diurnal
Stenocercus_guentheri,12.94933335,Oviparous,Stenocercus_guentheri,Stenocercus,Tropiduridae,63.8,20,-3.884,2.719,169.5882,50.496,2,2,2,2,-78.34,-0.36,Diurnal
Stenocercus_roseiventris,25.77966658,Oviparous,Stenocercus_roseiventris,Stenocercus,Tropiduridae,93.5,38,-3.884,2.719,250.3425,99.438,2,1,2,2,-66.43,-14.68,Diurnal
Stenocercus_varius,17.59366703,Oviparous,Stenocercus_varius,Stenocercus,Tropiduridae,79,45,-3.884,2.719,210.917,118.471,2,2,2,2,-78.82,-0.33,Diurnal
Takydromus_amurensis,3.053000172,Oviparous,Takydromus_amurensis,Takydromus,Lacertidae,51.7,25.5,-4.543,2.951,148.0237,70.7075,8,1,5,5,127.42,44.39,Diurnal
Takydromus_dorsalis,23.57361126,Oviparous,Takydromus_dorsalis,Takydromus,Lacertidae,65.4,26.5,-4.543,2.951,188.4524,73.6585,3,1,1.4,1.4,123.99,24.37,Diurnal
Takydromus_formosanus,22.55733363,Oviparous,Takydromus_formosanus,Takydromus,Lacertidae,48.6,18.5,-4.543,2.951,138.8756,50.0505,3,2,2,2,120.54,23.48,Diurnal
Takydromus_hsuehshanensis,8.4866666,Oviparous,Takydromus_hsuehshanensis,Takydromus,Lacertidae,60.8,25,-4.543,2.951,174.8778,69.232,4,2,3.2,2.3,121.29,24.39,Diurnal
Takydromus_kuehnei,20.29333361,Oviparous,Takydromus_kuehnei,Takydromus,Lacertidae,55.2,23.5,-4.543,2.951,158.3522,64.8055,4,1,1.8,1.8,110.52,24.13,Diurnal
Takydromus_septentrionalis,16.05100008,Oviparous,Takydromus_septentrionalis,Takydromus,Lacertidae,60.7,24.6,-4.543,2.951,174.5827,68.0516,6,1,3.5,3.1,113.52,31.26,Diurnal
Takydromus_sexlineatus,27.04666646,Oviparous,Takydromus_sexlineatus,Takydromus,Lacertidae,55.8,19,-4.543,2.951,160.1228,51.526,5,1,2.2,2.2,104.95,13.91,Diurnal
Tarentola_mauritanica,13.5096668,Oviparous,Tarentola_mauritanica,Tarentola,Phyllodactylidae,52.8,20,-4.482,2.945,151.014,54.418,3,1,2,2,4.64,36.68,Cathemeral
Techmarscincus_jigurru,18.17966684,Oviparous,Techmarscincus_jigurru,Techmarscincus,Scincidae,74.3,34.5,-5.125,3.229,234.7897,106.2755,4,3,3,3,145.81,-17.39,Diurnal
Teira_dugesii,12.60066668,Oviparous,Teira_dugesii,Teira,Lacertidae,60.9,30.8,-4.543,2.951,175.1729,86.3478,5,1,2.6,2.4,-16.95,32.76,Diurnal
Teius_oculatus,18.47566684,Oviparous,Teius_oculatus,Teius,Teiidae,98.4,37.4,-4.747,3.11,301.277,111.567,8,2,5.2,4.5,-58.2,-31.7,Diurnal
Teius_teyou,22.03533324,Oviparous,Teius_teyou,Teius,Teiidae,100.3,38.9,-4.747,3.11,307.186,116.232,8,1,5,4.6,-62.94,-25.99,Diurnal
Tenuidactylus_caspius,16.28333293,Oviparous,Tenuidactylus_caspius,Tenuidactylus,Gekkonidae,56.9,21.5,-4.242,2.761,152.8589,55.1195,2,1,2,2,58.82,38.89,Cathemeral
Tenuidactylus_fedtschenkoi,12.43133322,Oviparous,Tenuidactylus_fedtschenkoi,Tenuidactylus,Gekkonidae,61.7,22,-4.242,2.761,166.1117,56.5,2,1,1.8,1.8,66.78,39.35,Cathemeral
Tiliqua_adelaidensis,14.60766681,Viviparous,Tiliqua_adelaidensis,Tiliqua,Scincidae,95.8,44.8,-5.125,3.229,304.2132,139.5342,4,1,3.2,3.2,138.71,-33.84,Diurnal
Tiliqua_multifasciata,24.58433302,Viviparous,Tiliqua_multifasciata,Tiliqua,Scincidae,233.6,70,-5.125,3.229,749.1694,220.905,10,2,4.4,4,130.17,-22.07,Cathemeral
Tiliqua_nigrolutea,13.34166666,Viviparous,Tiliqua_nigrolutea,Tiliqua,Scincidae,287.5,105,-5.125,3.229,923.2125,333.92,15,1,11.5,2.5,146.14,-37.14,Diurnal
Tiliqua_occipitalis,18.96900026,Viviparous,Tiliqua_occipitalis,Tiliqua,Scincidae,272.7,102.5,-5.125,3.229,875.4233,325.8475,10,2,5,5,130.62,-30.27,Diurnal
Tiliqua_rugosa,16.83433318,Viviparous,Tiliqua_rugosa,Tiliqua,Scincidae,260,139,-5.125,3.229,834.415,443.706,4,1,2.8,1.3,138.93,-30.63,Diurnal
Tiliqua_scincoides,24.28399984,Viviparous,Tiliqua_scincoides,Tiliqua,Scincidae,312.5,89.2,-5.125,3.229,1003.9375,282.9018,25,1,12,10,141.44,-24.12,Diurnal
Timon_lepidus,11.00900012,Oviparous,Timon_lepidus,Timon,Lacertidae,150,39.7,-4.543,2.951,438.107,112.6117,25,2,16.9,10.5,-2.76,41.25,Diurnal
Trachylepis_affinis,26.9259998,Oviparous,Trachylepis_affinis,Trachylepis,Scincidae,63.6,23.5,-5.125,3.229,200.2394,70.7565,5,2,2.7,2.7,7.73,5.86,Diurnal
Trachylepis_buettneri,24.99666659,Oviparous,Trachylepis_buettneri,Trachylepis,Scincidae,70.1,22,-5.125,3.229,221.2279,65.913,13,3,9,8.4,18.25,6.87,Diurnal
Trachylepis_maculilabris,25.42966668,Oviparous,Trachylepis_maculilabris,Trachylepis,Scincidae,72.2,24,-5.125,3.229,228.0088,72.371,13,3,8.6,5.5,19.42,0.35,Diurnal
Trachylepis_margaritifera,26.0079999,Oviparous,Trachylepis_margaritifera,Trachylepis,Scincidae,96.1,31.5,-5.125,3.229,305.1819,96.5885,10,2,6.1,6.1,33.38,-16.19,Diurnal
Trachylepis_megalura,20.41566674,Viviparous,Trachylepis_megalura,Trachylepis,Scincidae,60,25,-5.125,3.229,188.615,75.6,15,4,5.6,4,30.55,-1.26,Diurnal
Trachylepis_occidentalis,20.39966679,Mixed,Trachylepis_occidentalis,Trachylepis,Scincidae,91,32,-5.125,3.229,288.714,98.203,7,4,6.7,4,18.39,-25.64,Diurnal
Trachylepis_perrotetii,24.53133329,Oviparous,Trachylepis_perrotetii,Trachylepis,Scincidae,93.8,27.5,-5.125,3.229,297.7552,83.6725,25,2,20.8,20.8,24.34,4.12,Diurnal
Trachylepis_quinquetaeniata,28.08633343,Oviparous,Trachylepis_quinquetaeniata,Trachylepis,Scincidae,81.7,31.8,-5.125,3.229,258.6843,97.5572,15,2,4.8,4.8,18.22,10.93,Diurnal
Trachylepis_sparsa,20.27300016,Viviparous,Trachylepis_sparsa,Trachylepis,Scincidae,83.3,28,-5.125,3.229,263.8507,85.287,9,3,5.4,4.9,19.6,-27.01,Diurnal
Trachylepis_spilogaster,20.66699998,Viviparous,Trachylepis_spilogaster,Trachylepis,Scincidae,75.4,25.5,-5.125,3.229,238.3416,77.2145,9,2,5.5,4.2,18.41,-24.28,Diurnal
Trachylepis_striata,24.7973334,Viviparous,Trachylepis_striata,Trachylepis,Scincidae,81.4,28,-5.125,3.229,257.7156,85.287,20,2,9.8,3.6,29.94,-8.35,Diurnal
Trachylepis_varia,20.42933337,Mixed,Trachylepis_varia,Trachylepis,Scincidae,59.9,21.5,-5.125,3.229,188.2921,64.2985,14,1,9.1,5.6,29.01,-11.14,Diurnal
Trachylepis_variegata,20.16666675,Viviparous,Trachylepis_variegata,Trachylepis,Scincidae,40.9,19,-5.125,3.229,126.9411,56.226,12,1,2.8,1.8,19.18,-28.03,Diurnal
Trapelus_agnetae,22.8093334,Oviparous,Trapelus_agnetae,Trapelus,Agamidae,75.2,28.5,-4.686,3.105,228.81,83.8065,12,1,10,9.4,42.06,29.22,Diurnal
Trapelus_sanguinolentus,13.0330003,Oviparous,Trapelus_sanguinolentus,Trapelus,Agamidae,84.5,34.5,-4.686,3.105,257.6865,102.4365,18,3,8,7,64.56,42.52,Diurnal
Trapelus_savignii,18.90833346,Oviparous,Trapelus_savignii,Trapelus,Agamidae,79.2,31.4,-4.686,3.105,241.23,92.811,9,2,6.3,4,33.25,30.54,Diurnal
Tribolonotus_pseudoponceleti,25.71000004,Oviparous,Tribolonotus_pseudoponceleti,Tribolonotus,Scincidae,52.4,26,-5.125,3.229,164.0746,78.829,1,1,1,1,155.67,-6.37,Diurnal
Trioceros_hoehnelii,19.14766661,Viviparous,Trioceros_hoehnelii,Trioceros,Chamaeleonidae,80,26.5,-3.997,2.68,210.403,67.023,25,4,13.7,9.7,36,-0.03,Diurnal
Trioceros_jacksonii,19.94599978,Viviparous,Trioceros_jacksonii,Trioceros,Chamaeleonidae,107.3,28.5,-3.997,2.68,283.567,72.383,57,5,21.7,12.2,37.15,-1,Diurnal
Trogonophis_wiegmanni,14.86366649,Viviparous,Trogonophis_wiegmanni,Trogonophis,Trogonophiidae,146.6,70.8,-5.858,2.943,425.5858,202.5064,5,2,5,5,-0.91,34.22,Cathemeral
Tropidophorus_brookei,25.28733349,Viviparous,Tropidophorus_brookei,Tropidophorus,Scincidae,92.3,38,-5.125,3.229,292.9117,117.577,5,1,4,3.7,114.12,3.08,Diurnal
Tropidophorus_cocincinensis,22.40233326,Viviparous,Tropidophorus_cocincinensis,Tropidophorus,Scincidae,81,28,-5.125,3.229,256.424,85.287,9,6,6.5,6.5,107.4,15.69,Diurnal
Tropidoscincus_variabilis,19.61533324,Oviparous,Tropidoscincus_variabilis,Tropidoscincus,Scincidae,78.2,33,-5.125,3.229,247.3828,101.432,4,2,2.8,2.8,166.31,-21.87,Diurnal
Tropidurus_cocorobensis,22.97300005,Oviparous,Tropidurus_cocorobensis,Tropidurus,Tropiduridae,62.6,24.1,-3.884,2.719,166.3254,61.6439,4,2,3.3,2.8,-39.66,-10.07,Diurnal
Tropidurus_etheridgei,24.32899984,Oviparous,Tropidurus_etheridgei,Tropidurus,Tropiduridae,61.6,26.5,-3.884,2.719,163.6064,68.1695,9,3,6.3,4.3,-61.73,-20.61,Diurnal
Tropidurus_hispidus,26.00766643,Oviparous,Tropidurus_hispidus,Tropidurus,Tropiduridae,83.8,28.1,-3.884,2.719,223.9682,72.5199,14,1,8.1,5.6,-51.5,-2.61,Diurnal
Tropidurus_jaguaribanus,27.37799978,Oviparous,Tropidurus_jaguaribanus,Tropidurus,Tropiduridae,79.6,25.5,-3.884,2.719,212.5484,65.4505,2,2,2,2,-38.63,-5.46,Diurnal
Tropidurus_montanus,20.90600014,Oviparous,Tropidurus_montanus,Tropidurus,Tropiduridae,72.3,29.3,-3.884,2.719,192.6997,75.7827,6,1,3.5,3.5,-43.2,-16.98,Diurnal
Tropidurus_semitaeniatus,25.49233357,Oviparous,Tropidurus_semitaeniatus,Tropidurus,Tropiduridae,69.6,19,-3.884,2.719,185.3584,47.777,3,1,2.4,1.6,-40.38,-9.25,Diurnal
Tropidurus_spinulosus,23.78999996,Oviparous,Tropidurus_spinulosus,Tropidurus,Tropiduridae,90.2,32.5,-3.884,2.719,241.3698,84.4835,8,3,5.8,4,-61.3,-22.98,Diurnal
Tropidurus_torquatus,22.9270002,Oviparous,Tropidurus_torquatus,Tropidurus,Tropiduridae,75.5,26.1,-3.884,2.719,201.4005,67.0819,14,1,7.4,2,-49.17,-17.63,Diurnal
Tumbunascincus_luteilateralis,17.74533351,Viviparous,Tumbunascincus_luteilateralis,Tumbunascincus,Scincidae,85,30.9,-5.125,3.229,269.34,94.6511,5,3,5,3.5,148.59,-21.04,Diurnal
Tupinambis_teguixin,26.98733314,Oviparous,Tupinambis_teguixin,Tupinambis,Teiidae,321,90,-4.747,3.11,993.563,275.153,32,2,21.4,2.5,-60.99,-4.69,Diurnal
Tympanocryptis_centralis,21.93933328,Oviparous,Tympanocryptis_centralis,Tympanocryptis,Agamidae,52.3,21.3,-4.686,3.105,157.7055,61.4505,15,3,7,7,133.17,-23.29,Diurnal
Tympanocryptis_cephalus,27.20866648,Oviparous,Tympanocryptis_cephalus,Tympanocryptis,Agamidae,54.8,22,-4.686,3.105,165.468,63.624,12,3,7.8,7.8,116.82,-21.05,Diurnal
Tympanocryptis_intima,23.48966662,Oviparous,Tympanocryptis_intima,Tympanocryptis,Agamidae,55.2,19,-4.686,3.105,166.71,54.309,10,8,8.7,8.7,139.68,-25.64,Diurnal
Tympanocryptis_lineata,20.7683332,Oviparous,Tympanocryptis_lineata,Tympanocryptis,Agamidae,53.8,22,-4.686,3.105,162.363,63.624,11,2,7.3,5.7,142.71,-29.47,Diurnal
Tympanocryptis_tetraporophora,23.40833338,Oviparous,Tympanocryptis_tetraporophora,Tympanocryptis,Agamidae,54.1,19.5,-4.686,3.105,163.2945,55.8615,14,1,8.1,8.1,140.42,-25.91,Diurnal
Tytthoscincus_aesculeticola,21.79999987,Oviparous,Tytthoscincus_aesculeticola,Tytthoscincus,Scincidae,37.7,15,-5.125,3.229,116.6083,43.31,2,2,2,2,116.47,5.84,Diurnal
Uma_cowlesi,22.73899953,Oviparous,Uma_cowlesi,Uma,Phrynosomatidae,73,35,-3.855,2.677,191.566,89.84,4,1,3,1.9,-113.28,31.43,Diurnal
Uma_exsul,21.04966672,Oviparous,Uma_exsul,Uma,Phrynosomatidae,65.3,33.5,-3.855,2.677,170.9531,85.8245,6,1,3,2.5,-103.19,25.72,Diurnal
Uma_paraphygas,20.55633307,Oviparous,Uma_paraphygas,Uma,Phrynosomatidae,63,29,-3.855,2.677,164.796,73.778,8,8,8,8,-103.69,26.88,Diurnal
Uma_scoparia,20.71100005,Oviparous,Uma_scoparia,Uma,Phrynosomatidae,86.7,39,-3.855,2.677,228.2409,100.548,5,1,3.1,2.6,-115.89,34.69,Diurnal
Uracentron_azureum,26.20466693,Oviparous,Uracentron_azureum,Uracentron,Tropiduridae,73,31.5,-3.884,2.719,194.603,81.7645,2,1,2,2,-62.47,-1.49,Diurnal
Uracentron_flaviceps,26.03933334,Oviparous,Uracentron_flaviceps,Uracentron,Tropiduridae,94.4,37,-3.884,2.719,252.7896,96.719,2,1,2,2,-71.25,-4.87,Diurnal
Uranoscodon_superciliosus,26.55266651,Oviparous,Uranoscodon_superciliosus,Uranoscodon,Tropiduridae,128.4,36.5,-3.884,2.719,345.2356,95.3595,16,3,11.5,5.8,-60.36,-2.62,Diurnal
Uromastyx_acanthinura,20.07866677,Oviparous,Uromastyx_acanthinura,Uromastyx,Agamidae,215,50,-4.686,3.105,662.889,150.564,28,5,13,13,10.57,30.14,Diurnal
Uromastyx_aegyptia,25.77733326,Oviparous,Uromastyx_aegyptia,Uromastyx,Agamidae,318.3,59,-4.686,3.105,983.6355,178.509,41,3,20.8,20.8,45.46,24.8,Diurnal
Uromastyx_ornata,25.71066634,Oviparous,Uromastyx_ornata,Uromastyx,Agamidae,152.8,49.5,-4.686,3.105,469.758,149.0115,19,3,9,9,39.94,23.55,Diurnal
Urosaurus_bicarinatus,19.71466676,Oviparous,Urosaurus_bicarinatus,Urosaurus,Phrynosomatidae,44.6,22.5,-3.855,2.677,115.5392,56.3775,11,2,7.8,5.4,-102.26,20.27,Diurnal
Urosaurus_graciosus,21.98199987,Oviparous,Urosaurus_graciosus,Urosaurus,Phrynosomatidae,50.9,24.5,-3.855,2.677,132.4043,61.7315,10,2,5.3,3.6,-114.11,33.33,Diurnal
Urosaurus_nigricaudus,18.43900005,Oviparous,Urosaurus_nigricaudus,Urosaurus,Phrynosomatidae,44.4,22.1,-3.855,2.677,115.0038,55.3067,8,2,5,4,-113.57,28.34,Diurnal
